train_no,train_name,source_station_name,destination_station_name,departure_time,arrival_time,day_of_departure,day_of_arrival,distance
74012,ROK-DLI DMU,ROHTAK JN.,DELHI JN.,04:15:00,06:50:00,Wednesday,Wednesday,679
74013,DLI-KKDE DMU,DELHI JN.,KURUKSHETRA JN.,16:35:00,23:20:00,Friday,Friday,4419
74014,KKDE-DLI DMU,KURUKSHETRA JN.,DELHI JN.,04:30:00,11:20:00,Friday,Friday,5682
74021,DLI-SRE DMU,DELHI JN.,SAHARANPUR JN.,07:35:00,12:45:00,Friday,Friday,2644
74022,HARIDWAR-DLI,SHAMLI,DELHI JN.,05:40:00,09:20:00,Monday,Monday,1112
74023,DELHI-HARIDW,DELHI JN.,SHAMLI,20:00:00,23:00:00,Friday,Friday,1106
74024,SREL-DLI DMU,SAHARANPUR JN.,DELHI JN.,13:15:00,18:30:00,Wednesday,Wednesday,3222
74025,DELHI-SHAMLI,DELHI JN.,SHAMLI,04:05:00,07:35:00,Wednesday,Wednesday,1106
74026,SHAMLI-DELHI,SHAMLI,DELHI JN.,10:00:00,13:25:00,Tuesday,Tuesday,1112
74027,DLI-BTU DEMU,DELHI JN.,BARAUT,15:30:00,17:45:00,Tuesday,Tuesday,426
74028,BTU-DLI DEMU,BARAUT,DELHI JN.,18:55:00,21:20:00,Monday,Monday,374
82355,PNBE-CSMT SU,PATNA JN.,CST-MUMBAI,13:00:00,16:05:00,Monday,Monday,4781
91392,WAD2,RAVLI JN,CST-MUMBAI,12:08:00,12:29:00,Friday,Friday,10
91393,WAD1,CST-MUMBAI,RAVLI JN,12:35:00,12:55:00,Wednesday,Wednesday,10
91394,WAD4,RAVLI JN,CST-MUMBAI,13:50:00,14:10:00,Sunday,Sunday,10
91395,WAD3,CST-MUMBAI,RAVLI JN,14:16:00,14:36:00,Tuesday,Tuesday,10
91396,WAD6,RAVLI JN,CST-MUMBAI,20:18:00,20:39:00,Saturday,Saturday,10
91491,WBO1,CST-MUMBAI,RAVLI JN,20:45:00,21:05:00,Thursday,Thursday,10
93020,DRD-DDR,DAHANU ROAD,DADAR,14:15:00,16:28:00,Monday,Monday,113
93022,DRD DDR EMU,DAHANU ROAD,DADAR,15:20:00,17:47:00,Wednesday,Wednesday,113
93027,DDR-DRD,DADAR,DAHANU ROAD,16:47:00,19:15:00,Thursday,Thursday,113
93029,DDR DRD EMU,DADAR,DAHANU ROAD,18:00:00,20:25:00,Thursday,Thursday,113
95701,K1,CST-MUMBAI,LONAVLA,06:06:00,07:06:00,Tuesday,Tuesday,161
95702,KW2,LONAVLA,CST-MUMBAI,05:16:00,06:36:00,Monday,Monday,413
95703,K11,CST-MUMBAI,LONAVLA,07:29:00,08:29:00,Wednesday,Wednesday,206
95704,K14,LONAVLA,CST-MUMBAI,07:14:00,08:16:00,Sunday,Sunday,266
95705,K19,CST-MUMBAI,LONAVLA,08:25:00,09:24:00,Tuesday,Tuesday,210
95706,DK4,LONAVLA,DADAR,07:25:00,08:24:00,Friday,Friday,215
95707,K21,CST-MUMBAI,LONAVLA,08:32:00,09:44:00,Wednesday,Wednesday,475
95708,K20,LONAVLA,CST-MUMBAI,07:47:00,09:01:00,Saturday,Saturday,261
95709,K27,CST-MUMBAI,LONAVLA,09:00:00,10:12:00,Wednesday,Wednesday,475
95710,K28,LONAVLA,CST-MUMBAI,08:13:00,09:29:00,Saturday,Saturday,317
95711,K33,CST-MUMBAI,LONAVLA,10:04:00,11:17:00,Tuesday,Tuesday,497
95712,K30,LONAVLA,CST-MUMBAI,08:36:00,09:38:00,Friday,Friday,262
95713,DK5,DADAR,LONAVLA,10:44:00,11:33:00,Wednesday,Wednesday,123
95714,K32,LONAVLA,CST-MUMBAI,08:41:00,09:57:00,Saturday,Saturday,310
95715,K41,CST-MUMBAI,LONAVLA,11:43:00,12:56:00,Tuesday,Tuesday,417
95716,K34,LONAVLA,CST-MUMBAI,08:47:00,10:03:00,Monday,Monday,261
95717,K53,CST-MUMBAI,LONAVLA,12:55:00,13:57:00,Saturday,Saturday,180
95718,K36,LONAVLA,CST-MUMBAI,09:00:00,10:15:00,Tuesday,Tuesday,313
95719,K73,CST-MUMBAI,LONAVLA,15:17:00,16:19:00,Friday,Friday,180
95720,K42,LONAVLA,CST-MUMBAI,09:43:00,10:57:00,Sunday,Sunday,310
95721,KW1,CST-MUMBAI,LONAVLA,15:56:00,17:08:00,Wednesday,Wednesday,514
95722,DK10,LONAVLA,DADAR,09:47:00,10:37:00,Sunday,Sunday,141
95723,DK15,DADAR,LONAVLA,16:13:00,17:02:00,Sunday,Sunday,140
95724,K56,LONAVLA,CST-MUMBAI,11:44:00,12:45:00,Sunday,Sunday,243
95725,DK17,DADAR,LONAVLA,17:30:00,18:17:00,Tuesday,Tuesday,144
95726,K76,LONAVLA,CST-MUMBAI,14:10:00,15:12:00,Thursday,Thursday,243
95727,K89,CST-MUMBAI,LONAVLA,17:22:00,18:36:00,Sunday,Sunday,421
95728,K94,LONAVLA,CST-MUMBAI,16:30:00,17:45:00,Sunday,Sunday,313
95729,DK21,DADAR,LONAVLA,18:00:00,19:00:00,Tuesday,Tuesday,311
95730,DK20,LONAVLA,DADAR,16:31:00,17:20:00,Friday,Friday,141
95731,K95,CST-MUMBAI,LONAVLA,18:03:00,19:17:00,Wednesday,Wednesday,420
95732,K98,LONAVLA,CST-MUMBAI,16:58:00,18:10:00,Monday,Monday,291
95733,K101,CST-MUMBAI,LONAVLA,18:33:00,19:46:00,Friday,Friday,417
95734,DK22,LONAVLA,DADAR,17:07:00,17:52:00,Saturday,Saturday,141
95735,DK27,DADAR,LONAVLA,19:00:00,20:00:00,Saturday,Saturday,311
95736,K102,LONAVLA,CST-MUMBAI,17:20:00,18:33:00,Tuesday,Tuesday,291
95737,K103,CST-MUMBAI,LONAVLA,18:57:00,20:15:00,Monday,Monday,417
95738,K106,LONAVLA,CST-MUMBAI,17:41:00,18:56:00,Friday,Friday,313
95739,K111,CST-MUMBAI,LONAVLA,19:33:00,20:36:00,Sunday,Sunday,210
95740,K112,LONAVLA,CST-MUMBAI,18:23:00,19:25:00,Wednesday,Wednesday,53
95741,K115,CST-MUMBAI,LONAVLA,20:42:00,21:58:00,Friday,Friday,421
95742,K116,LONAVLA,CST-MUMBAI,18:42:00,19:55:00,Wednesday,Wednesday,310
95743,K119,CST-MUMBAI,LONAVLA,21:40:00,23:01:00,Tuesday,Tuesday,497
95744,K128,LONAVLA,CST-MUMBAI,20:41:00,21:43:00,Saturday,Saturday,243
95745,K121,CST-MUMBAI,LONAVLA,21:54:00,22:56:00,Sunday,Sunday,210
95746,K138,LONAVLA,CST-MUMBAI,23:05:00,00:05:00,Thursday,Thursday,266
95801,DL35,CST-MUMBAI,DOMBIVLI,17:37:00,18:42:00,Wednesday,Wednesday,300
95802,DL8,DOMBIVLI,CST-MUMBAI,08:14:00,09:21:00,Tuesday,Tuesday,253
95804,DL26,DOMBIVLI,CST-MUMBAI,16:28:00,17:34:00,Saturday,Saturday,232
95805,DL49,CST-MUMBAI,DOMBIVLI,21:42:00,22:52:00,Saturday,Saturday,367
95808,DL 28,DOMBIVLI,CST-MUMBAI,17:22:00,18:29:00,Sunday,Sunday,232
95901,T17,CST-MUMBAI,THANE,08:13:00,08:52:00,Tuesday,Tuesday,79
95902,T8,THANE,CST-MUMBAI,05:08:00,05:52:00,Wednesday,Wednesday,117
95903,T27,CST-MUMBAI,THANE,08:54:00,09:36:00,Thursday,Thursday,112
95904,T36,THANE,CST-MUMBAI,08:02:00,08:47:00,Tuesday,Tuesday,114
95905,T33,CST-MUMBAI,THANE,09:04:00,09:45:00,Monday,Monday,86
95906,T42,THANE,CST-MUMBAI,08:25:00,09:08:00,Sunday,Sunday,114
95907,T43,CST-MUMBAI,THANE,09:50:00,10:31:00,Tuesday,Tuesday,105
95908,T50,THANE,CST-MUMBAI,09:00:00,09:45:00,Friday,Friday,117
95909,T107,CST-MUMBAI,THANE,18:10:00,18:51:00,Tuesday,Tuesday,112
95910,T62,THANE,CST-MUMBAI,09:54:00,10:37:00,Sunday,Sunday,117
95911,T117,CST-MUMBAI,THANE,19:04:00,19:46:00,Monday,Monday,119
95912,T74,THANE,CST-MUMBAI,10:49:00,11:33:00,Thursday,Thursday,117
95913,T127,CST-MUMBAI,THANE,20:30:00,21:20:00,Thursday,Thursday,185
95917,T117,CST-MUMBAI,THANE,19:04:00,19:47:00,Sunday,Sunday,119
95919,T131,CST-MUMBAI,THANE,20:30:00,21:21:00,Thursday,Thursday,157
96114,S48,KARJAT,CST-MUMBAI,21:43:00,00:04:00,Monday,Tuesday,1938
96116,S50,KARJAT,CST-MUMBAI,22:07:00,00:25:00,Friday,Saturday,1938
96236,BL60,BADLAPUR,CST-MUMBAI,23:50:00,01:38:00,Saturday,Sunday,1056
96336,A72,AMBERNATH,CST-MUMBAI,22:01:00,23:43:00,Saturday,Saturday,868
96657,TL71,CST-MUMBAI,TITVALA,23:44:00,01:27:00,Thursday,Friday,722
97000,K2,LONAVLA,CST-MUMBAI,04:59:00,06:27:00,Monday,Monday,53
97002,K2,LONAVLA,CST-MUMBAI,04:41:00,06:08:00,Friday,Friday,712
97004,K4,LONAVLA,CST-MUMBAI,05:21:00,06:48:00,Wednesday,Wednesday,712
97006,K6,LONAVLA,CST-MUMBAI,06:04:00,07:32:00,Sunday,Sunday,712
97008,K8,LONAVLA,CST-MUMBAI,06:13:00,07:40:00,Tuesday,Tuesday,712
97010,K10,LONAVLA,CST-MUMBAI,06:44:00,08:12:00,Wednesday,Wednesday,712
97011,K3,CST-MUMBAI,LONAVLA,06:12:00,07:42:00,Monday,Monday,545
97012,DK2,LONAVLA,DADAR,06:56:00,08:04:00,Saturday,Saturday,369
97014,K12,LONAVLA,CST-MUMBAI,07:13:00,08:40:00,Monday,Monday,712
97015,K5,CST-MUMBAI,LONAVLA,06:40:00,08:08:00,Tuesday,Tuesday,545
97016,K16,LONAVLA,CST-MUMBAI,07:17:00,08:47:00,Sunday,Sunday,712
97017,K7,CST-MUMBAI,LONAVLA,07:12:00,08:40:00,Monday,Monday,545
97018,K18,LONAVLA,CST-MUMBAI,07:35:00,09:03:00,Thursday,Thursday,712
97019,K9,CST-MUMBAI,LONAVLA,07:24:00,08:52:00,Tuesday,Tuesday,545
97020,K22,LONAVLA,CST-MUMBAI,07:50:00,09:18:00,Wednesday,Wednesday,712
97021,K13,CST-MUMBAI,LONAVLA,07:32:00,09:00:00,Thursday,Thursday,545
97022,K24,LONAVLA,CST-MUMBAI,07:57:00,09:26:00,Tuesday,Tuesday,712
97023,DK1,DADAR,LONAVLA,08:08:00,09:16:00,Wednesday,Wednesday,370
97024,K26 L SPL,LONAVLA,CST-MUMBAI,08:00:00,09:29:00,Monday,Monday,712
97025,K15,CST-MUMBAI,LONAVLA,07:56:00,09:22:00,Monday,Monday,545
97026,DK6,LONAVLA,DADAR,08:22:00,09:31:00,Wednesday,Wednesday,369
97027,K17,CST-MUMBAI,LONAVLA,08:12:00,09:39:00,Monday,Monday,545
97028,DK8,LONAVLA,DADAR,09:07:00,10:17:00,Saturday,Saturday,369
97029,K23,CST-MUMBAI,LONAVLA,08:32:00,09:59:00,Monday,Monday,512
97030,K38,LONAVLA,CST-MUMBAI,09:22:00,10:52:00,Thursday,Thursday,712
97031,K25,CST-MUMBAI,LONAVLA,08:51:00,10:21:00,Saturday,Saturday,545
97032,K40,LONAVLA,CST-MUMBAI,09:29:00,11:00:00,Thursday,Thursday,712
97034,K44,LONAVLA,CST-MUMBAI,09:51:00,11:20:00,Monday,Monday,712
97035,DK3,DADAR,LONAVLA,09:39:00,10:50:00,Sunday,Sunday,370
97036,K46,LONAVLA,CST-MUMBAI,10:06:00,11:34:00,Friday,Friday,712
97037,K29,CST-MUMBAI,LONAVLA,09:29:00,10:58:00,Friday,Friday,545
97038,K48,LONAVLA,CST-MUMBAI,10:17:00,11:45:00,Monday,Monday,712
97039,K31,CST-MUMBAI,LONAVLA,10:02:00,11:29:00,Wednesday,Wednesday,545
97040,K50,LONAVLA,CST-MUMBAI,10:27:00,11:55:00,Saturday,Saturday,712
97041,K35,CST-MUMBAI,LONAVLA,10:10:00,11:38:00,Tuesday,Tuesday,545
97042,CK2,LONAVLA,KURLA,10:41:00,11:40:00,Monday,Monday,282
97043,DK7,DADAR,LONAVLA,10:47:00,11:59:00,Friday,Friday,370
97044,K52,LONAVLA,CST-MUMBAI,10:59:00,12:27:00,Wednesday,Wednesday,712
97045,DK9,DADAR,LONAVLA,11:05:00,12:17:00,Friday,Friday,370
97047,K37,CST-MUMBAI,LONAVLA,11:00:00,12:29:00,Wednesday,Wednesday,545
97048,K54,LONAVLA,CST-MUMBAI,11:23:00,12:53:00,Wednesday,Wednesday,712
97049,K39,CST-MUMBAI,LONAVLA,11:12:00,12:39:00,Saturday,Saturday,545
97050,DK12,LONAVLA,DADAR,11:39:00,12:51:00,Thursday,Thursday,369
97051,CK13,KURLA,LONAVLA,12:02:00,13:04:00,Tuesday,Tuesday,272
97052,K58,LONAVLA,CST-MUMBAI,11:47:00,13:17:00,Saturday,Saturday,712
97053,K43,CST-MUMBAI,LONAVLA,11:50:00,13:17:00,Tuesday,Tuesday,545
97054,K60,LONAVLA,CST-MUMBAI,12:08:00,13:37:00,Sunday,Sunday,712
97055,K45,CST-MUMBAI,LONAVLA,12:08:00,13:35:00,Wednesday,Wednesday,545
97057,K47,CST-MUMBAI,LONAVLA,12:19:00,13:48:00,Saturday,Saturday,545
97058,K62,LONAVLA,CST-MUMBAI,12:40:00,14:08:00,Thursday,Thursday,712
97059,K49,CST-MUMBAI,LONAVLA,12:27:00,13:54:00,Monday,Monday,545
97060,K64,LONAVLA,CST-MUMBAI,12:48:00,14:16:00,Monday,Monday,712
97061,K51,CST-MUMBAI,LONAVLA,12:31:00,13:58:00,Friday,Friday,545
97062,K66,LONAVLA,CST-MUMBAI,13:08:00,14:37:00,Thursday,Thursday,712
97063,DK11,DADAR,LONAVLA,13:04:00,14:13:00,Thursday,Thursday,370
